session,bbid,ward,alderperson,vote
2016-2017,95,2,Dionne Flowers,Aye
2016-2017,95,6,Christine Ingrassia,Aye
2016-2017,95,8,Stephen Conway,Aye
2016-2017,95,9,Kenneth Ortmann,Aye
2016-2017,95,10,Joseph Vollmer,Aye
2016-2017,95,11,Thomas A Villa,Aye
2016-2017,95,12,Larry Arnowitz,Aye
2016-2017,95,13,Beth Murphy,Aye
2016-2017,95,14,Carol Howard,Aye
2016-2017,95,15,Megan E. Green,Aye
2016-2017,95,16,Donna Baringer,Aye
2016-2017,95,17,Joseph D Roddy,Aye
2016-2017,95,18,Terry Kennedy,Aye
2016-2017,95,19,Marlene E Davis,Aye
2016-2017,95,20,Cara Spencer,Aye
2016-2017,95,21,Antonio D French,Aye
2016-2017,95,22,Jeffrey L Boyd,Aye
2016-2017,95,23,Joseph Vaccaro,Aye
2016-2017,95,25,Shane Cohn,Aye
2016-2017,95,26,Frank Williamson,Aye
2016-2017,95,President,Lewis E Reed,Aye
2016-2017,95,3,Freeman M Bosley Sr.,Absent
2016-2017,95,4,Samuel L Moore,Absent
2016-2017,95,5,Tammika Hubbard,Absent
2016-2017,95,7,Jack Coatar,Absent
2016-2017,95,24,Scott Ogilvie,Absent
2016-2017,95,27,Chris Carter,Absent
2016-2017,95,28,Lyda Krewson,Absent
2016-2017,96,1,Sharon Tyus,Aye
2016-2017,96,2,Dionne Flowers,Aye
2016-2017,96,6,Christine Ingrassia,Aye
2016-2017,96,8,Stephen Conway,Aye
2016-2017,96,9,Kenneth Ortmann,Aye
2016-2017,96,10,Joseph Vollmer,Aye
2016-2017,96,11,Thomas A Villa,Aye
2016-2017,96,12,Larry Arnowitz,Aye
2016-2017,96,13,Beth Murphy,Aye
2016-2017,96,14,Carol Howard,Aye
2016-2017,96,15,Megan E. Green,Aye
2016-2017,96,16,Donna Baringer,Aye
2016-2017,96,17,Joseph D Roddy,Aye
2016-2017,96,18,Terry Kennedy,Aye
2016-2017,96,19,Marlene E Davis,Aye
2016-2017,96,20,Cara Spencer,Aye
2016-2017,96,21,Antonio D French,Aye
2016-2017,96,22,Jeffrey L Boyd,Aye
2016-2017,96,23,Joseph Vaccaro,Aye
2016-2017,96,25,Shane Cohn,Aye
2016-2017,96,26,Frank Williamson,Aye
2016-2017,96,President,Lewis E Reed,Aye
2016-2017,96,3,Freeman M Bosley Sr.,Absent
2016-2017,96,4,Samuel L Moore,Absent
2016-2017,96,5,Tammika Hubbard,Absent
2016-2017,96,7,Jack Coatar,Absent
2016-2017,96,24,Scott Ogilvie,Absent
2016-2017,96,27,Chris Carter,Absent
2016-2017,96,28,Lyda Krewson,Absent
2016-2017,97,1,Sharon Tyus,Aye
2016-2017,97,2,Dionne Flowers,Aye
2016-2017,97,6,Christine Ingrassia,Aye
2016-2017,97,8,Stephen Conway,Aye
2016-2017,97,9,Kenneth Ortmann,Aye
2016-2017,97,10,Joseph Vollmer,Aye
2016-2017,97,11,Thomas A Villa,Aye
2016-2017,97,12,Larry Arnowitz,Aye
2016-2017,97,13,Beth Murphy,Aye
2016-2017,97,14,Carol Howard,Aye
2016-2017,97,15,Megan E. Green,Aye
2016-2017,97,16,Donna Baringer,Aye
2016-2017,97,17,Joseph D Roddy,Aye
2016-2017,97,18,Terry Kennedy,Aye
2016-2017,97,19,Marlene E Davis,Aye
2016-2017,97,20,Cara Spencer,Aye
2016-2017,97,21,Antonio D French,Aye
2016-2017,97,22,Jeffrey L Boyd,Aye
2016-2017,97,23,Joseph Vaccaro,Aye
2016-2017,97,25,Shane Cohn,Aye
2016-2017,97,26,Frank Williamson,Aye
2016-2017,97,President,Lewis E Reed,Aye
2016-2017,97,3,Freeman M Bosley Sr.,Absent
2016-2017,97,4,Samuel L Moore,Absent
2016-2017,97,5,Tammika Hubbard,Absent
2016-2017,97,7,Jack Coatar,Absent
2016-2017,97,24,Scott Ogilvie,Absent
2016-2017,97,27,Chris Carter,Absent
2016-2017,97,28,Lyda Krewson,Absent
2016-2017,64,1,Sharon Tyus,Aye
2016-2017,64,2,Dionne Flowers,Aye
2016-2017,64,3,Freeman M Bosley Sr.,Aye
2016-2017,64,5,Tammika Hubbard,Aye
2016-2017,64,8,Stephen Conway,Aye
2016-2017,64,10,Joseph Vollmer,Aye
2016-2017,64,11,Thomas A Villa,Aye
2016-2017,64,13,Beth Murphy,Aye
2016-2017,64,14,Carol Howard,Aye
2016-2017,64,17,Joseph D Roddy,Aye
2016-2017,64,18,Terry Kennedy,Aye
2016-2017,64,19,Marlene E Davis,Aye
2016-2017,64,21,Antonio D French,Aye
2016-2017,64,25,Shane Cohn,Aye
2016-2017,64,26,Frank Williamson,Aye
2016-2017,64,27,Chris Carter,Aye
2016-2017,64,President,Lewis E Reed,Aye
2016-2017,64,6,Christine Ingrassia,No
2016-2017,64,7,Jack Coatar,No
2016-2017,64,15,Megan E. Green,No
2016-2017,64,20,Cara Spencer,No
2016-2017,64,23,Joseph Vaccaro,No
2016-2017,64,24,Scott Ogilvie,No
2016-2017,64,28,Lyda Krewson,No
2016-2017,64,9,Kenneth Ortmann,Present
2016-2017,64,4,Samuel L Moore,Absent
2016-2017,64,12,Larry Arnowitz,Absent
2016-2017,64,16,Donna Baringer,Absent
2016-2017,64,22,Jeffrey L Boyd,Absent
2016-2017,57,1,Sharon Tyus,Aye
2016-2017,57,2,Dionne Flowers,Aye
2016-2017,57,3,Freeman M Bosley Sr.,Aye
2016-2017,57,5,Tammika Hubbard,Aye
2016-2017,57,7,Jack Coatar,Aye
2016-2017,57,8,Stephen Conway,Aye
2016-2017,57,9,Kenneth Ortmann,Aye
2016-2017,57,10,Joseph Vollmer,Aye
2016-2017,57,12,Larry Arnowitz,Aye
2016-2017,57,13,Beth Murphy,Aye
2016-2017,57,14,Carol Howard,Aye
2016-2017,57,15,Megan E. Green,Aye
2016-2017,57,16,Donna Baringer,Aye
2016-2017,57,17,Joseph D Roddy,Aye
2016-2017,57,18,Terry Kennedy,Aye
2016-2017,57,19,Marlene E Davis,Aye
2016-2017,57,20,Cara Spencer,Aye
2016-2017,57,21,Antonio D French,Aye
2016-2017,57,22,Jeffrey L Boyd,Aye
2016-2017,57,23,Joseph Vaccaro,Aye
2016-2017,57,24,Scott Ogilvie,Aye
2016-2017,57,26,Frank Williamson,Aye
2016-2017,57,27,Chris Carter,Aye
2016-2017,57,28,Lyda Krewson,Aye
2016-2017,57,President,Lewis E Reed,Aye
2016-2017,57,11,Thomas A Villa,No
2016-2017,57,4,Samuel L Moore,Absent
2016-2017,57,6,Christine Ingrassia,Absent
2016-2017,57,25,Shane Cohn,Absent
2016-2017,55,1,Sharon Tyus,Aye
2016-2017,55,2,Dionne Flowers,Aye
2016-2017,55,3,Freeman M Bosley Sr.,Aye
2016-2017,55,5,Tammika Hubbard,Aye
2016-2017,55,6,Christine Ingrassia,Aye
2016-2017,55,7,Jack Coatar,Aye
2016-2017,55,9,Kenneth Ortmann,Aye
2016-2017,55,11,Thomas A Villa,Aye
2016-2017,55,12,Larry Arnowitz,Aye
2016-2017,55,13,Beth Murphy,Aye
2016-2017,55,15,Megan E. Green,Aye
2016-2017,55,16,Donna Baringer,Aye
2016-2017,55,17,Joseph D Roddy,Aye
2016-2017,55,18,Terry Kennedy,Aye
2016-2017,55,19,Marlene E Davis,Aye
2016-2017,55,20,Cara Spencer,Aye
2016-2017,55,21,Antonio D French,Aye
2016-2017,55,22,Jeffrey L Boyd,Aye
2016-2017,55,23,Joseph Vaccaro,Aye
2016-2017,55,24,Scott Ogilvie,Aye
2016-2017,55,25,Shane Cohn,Aye
2016-2017,55,26,Frank Williamson,Aye
2016-2017,55,27,Chris Carter,Aye
2016-2017,55,28,Lyda Krewson,Aye
2016-2017,55,President,Lewis E Reed,Aye
2016-2017,55,4,Samuel L Moore,Absent
2016-2017,55,8,Stephen Conway,Absent
2016-2017,55,10,Joseph Vollmer,Absent
2016-2017,55,14,Carol Howard,Absent
2016-2017,30,2,Dionne Flowers,Aye
2016-2017,30,3,Freeman M Bosley Sr.,Aye
2016-2017,30,5,Tammika Hubbard,Aye
2016-2017,30,6,Christine Ingrassia,Aye
2016-2017,30,7,Jack Coatar,Aye
2016-2017,30,9,Kenneth Ortmann,Aye
2016-2017,30,10,Joseph Vollmer,Aye
2016-2017,30,11,Thomas A Villa,Aye
2016-2017,30,13,Beth Murphy,Aye
2016-2017,30,16,Donna Baringer,Aye
2016-2017,30,17,Joseph D Roddy,Aye
2016-2017,30,18,Terry Kennedy,Aye
2016-2017,30,19,Marlene E Davis,Aye
2016-2017,30,20,Cara Spencer,Aye
2016-2017,30,21,Antonio D French,Aye
2016-2017,30,22,Jeffrey L Boyd,Aye
2016-2017,30,23,Joseph Vaccaro,Aye
2016-2017,30,24,Scott Ogilvie,Aye
2016-2017,30,25,Shane Cohn,Aye
2016-2017,30,26,Frank Williamson,Aye
2016-2017,30,27,Chris Carter,Aye
2016-2017,30,28,Lyda Krewson,Aye
2016-2017,30,President,Lewis E Reed,Aye
2016-2017,30,1,Sharon Tyus,No
2016-2017,30,15,Megan E. Green,No
2016-2017,30,4,Samuel L Moore,Absent
2016-2017,30,8,Stephen Conway,Absent
2016-2017,30,12,Larry Arnowitz,Absent
2016-2017,30,14,Carol Howard,Absent
2016-2017,11,1,Sharon Tyus,Aye
2016-2017,11,2,Dionne Flowers,Aye
2016-2017,11,3,Freeman M Bosley Sr.,Aye
2016-2017,11,6,Christine Ingrassia,Aye
2016-2017,11,7,Jack Coatar,Aye
2016-2017,11,9,Kenneth Ortmann,Aye
2016-2017,11,10,Joseph Vollmer,Aye
2016-2017,11,11,Thomas A Villa,Aye
2016-2017,11,12,Larry Arnowitz,Aye
2016-2017,11,13,Beth Murphy,Aye
2016-2017,11,15,Megan E. Green,Aye
2016-2017,11,16,Donna Baringer,Aye
2016-2017,11,17,Joseph D Roddy,Aye
2016-2017,11,19,Marlene E Davis,Aye
2016-2017,11,20,Cara Spencer,Aye
2016-2017,11,21,Antonio D French,Aye
2016-2017,11,22,Jeffrey L Boyd,Aye
2016-2017,11,23,Joseph Vaccaro,Aye
2016-2017,11,24,Scott Ogilvie,Aye
2016-2017,11,25,Shane Cohn,Aye
2016-2017,11,26,Frank Williamson,Aye
2016-2017,11,27,Chris Carter,Aye
2016-2017,11,28,Lyda Krewson,Aye
2016-2017,11,President,Lewis E Reed,Aye
2016-2017,11,4,Samuel L Moore,Absent
2016-2017,11,5,Tammika Hubbard,Absent
2016-2017,11,8,Stephen Conway,Absent
2016-2017,11,14,Carol Howard,Absent
2016-2017,11,18,Terry Kennedy,Absent
2016-2017,32,1,Sharon Tyus,Aye
2016-2017,32,2,Dionne Flowers,Aye
2016-2017,32,3,Freeman M Bosley Sr.,Aye
2016-2017,32,6,Christine Ingrassia,Aye
2016-2017,32,7,Jack Coatar,Aye
2016-2017,32,9,Kenneth Ortmann,Aye
2016-2017,32,10,Joseph Vollmer,Aye
2016-2017,32,11,Thomas A Villa,Aye
2016-2017,32,12,Larry Arnowitz,Aye
2016-2017,32,13,Beth Murphy,Aye
2016-2017,32,15,Megan E. Green,Aye
2016-2017,32,16,Donna Baringer,Aye
2016-2017,32,17,Joseph D Roddy,Aye
2016-2017,32,19,Marlene E Davis,Aye
2016-2017,32,20,Cara Spencer,Aye
2016-2017,32,21,Antonio D French,Aye
2016-2017,32,22,Jeffrey L Boyd,Aye
2016-2017,32,23,Joseph Vaccaro,Aye
2016-2017,32,24,Scott Ogilvie,Aye
2016-2017,32,25,Shane Cohn,Aye
2016-2017,32,26,Frank Williamson,Aye
2016-2017,32,27,Chris Carter,Aye
2016-2017,32,28,Lyda Krewson,Aye
2016-2017,32,President,Lewis E Reed,Aye
2016-2017,32,4,Samuel L Moore,Absent
2016-2017,32,5,Tammika Hubbard,Absent
2016-2017,32,8,Stephen Conway,Absent
2016-2017,32,14,Carol Howard,Absent
2016-2017,32,18,Terry Kennedy,Absent
2016-2017,35,1,Sharon Tyus,Aye
2016-2017,35,2,Dionne Flowers,Aye
2016-2017,35,3,Freeman M Bosley Sr.,Aye
2016-2017,35,6,Christine Ingrassia,Aye
2016-2017,35,7,Jack Coatar,Aye
2016-2017,35,9,Kenneth Ortmann,Aye
2016-2017,35,10,Joseph Vollmer,Aye
2016-2017,35,11,Thomas A Villa,Aye
2016-2017,35,12,Larry Arnowitz,Aye
2016-2017,35,13,Beth Murphy,Aye
2016-2017,35,15,Megan E. Green,Aye
2016-2017,35,16,Donna Baringer,Aye
2016-2017,35,17,Joseph D Roddy,Aye
2016-2017,35,19,Marlene E Davis,Aye
2016-2017,35,20,Cara Spencer,Aye
2016-2017,35,21,Antonio D French,Aye
2016-2017,35,22,Jeffrey L Boyd,Aye
2016-2017,35,23,Joseph Vaccaro,Aye
2016-2017,35,24,Scott Ogilvie,Aye
2016-2017,35,25,Shane Cohn,Aye
2016-2017,35,26,Frank Williamson,Aye
2016-2017,35,27,Chris Carter,Aye
2016-2017,35,28,Lyda Krewson,Aye
2016-2017,35,President,Lewis E Reed,Aye
2016-2017,35,4,Samuel L Moore,Absent
2016-2017,35,5,Tammika Hubbard,Absent
2016-2017,35,8,Stephen Conway,Absent
2016-2017,35,14,Carol Howard,Absent
2016-2017,35,18,Terry Kennedy,Absent
2016-2017,45,1,Sharon Tyus,Aye
2016-2017,45,2,Dionne Flowers,Aye
2016-2017,45,3,Freeman M Bosley Sr.,Aye
2016-2017,45,6,Christine Ingrassia,Aye
2016-2017,45,7,Jack Coatar,Aye
2016-2017,45,9,Kenneth Ortmann,Aye
2016-2017,45,10,Joseph Vollmer,Aye
2016-2017,45,11,Thomas A Villa,Aye
2016-2017,45,12,Larry Arnowitz,Aye
2016-2017,45,13,Beth Murphy,Aye
2016-2017,45,15,Megan E. Green,Aye
2016-2017,45,16,Donna Baringer,Aye
2016-2017,45,17,Joseph D Roddy,Aye
2016-2017,45,19,Marlene E Davis,Aye
2016-2017,45,20,Cara Spencer,Aye
2016-2017,45,21,Antonio D French,Aye
2016-2017,45,22,Jeffrey L Boyd,Aye
2016-2017,45,23,Joseph Vaccaro,Aye
2016-2017,45,24,Scott Ogilvie,Aye
2016-2017,45,25,Shane Cohn,Aye
2016-2017,45,26,Frank Williamson,Aye
2016-2017,45,27,Chris Carter,Aye
2016-2017,45,28,Lyda Krewson,Aye
2016-2017,45,President,Lewis E Reed,Aye
2016-2017,45,4,Samuel L Moore,Absent
2016-2017,45,5,Tammika Hubbard,Absent
2016-2017,45,8,Stephen Conway,Absent
2016-2017,45,14,Carol Howard,Absent
2016-2017,45,18,Terry Kennedy,Absent
2016-2017,51,1,Sharon Tyus,Aye
2016-2017,51,2,Dionne Flowers,Aye
2016-2017,51,3,Freeman M Bosley Sr.,Aye
2016-2017,51,6,Christine Ingrassia,Aye
2016-2017,51,7,Jack Coatar,Aye
2016-2017,51,9,Kenneth Ortmann,Aye
2016-2017,51,10,Joseph Vollmer,Aye
2016-2017,51,11,Thomas A Villa,Aye
2016-2017,51,12,Larry Arnowitz,Aye
2016-2017,51,13,Beth Murphy,Aye
2016-2017,51,15,Megan E. Green,Aye
2016-2017,51,16,Donna Baringer,Aye
2016-2017,51,17,Joseph D Roddy,Aye
2016-2017,51,19,Marlene E Davis,Aye
2016-2017,51,20,Cara Spencer,Aye
2016-2017,51,21,Antonio D French,Aye
2016-2017,51,22,Jeffrey L Boyd,Aye
2016-2017,51,23,Joseph Vaccaro,Aye
2016-2017,51,24,Scott Ogilvie,Aye
2016-2017,51,25,Shane Cohn,Aye
2016-2017,51,26,Frank Williamson,Aye
2016-2017,51,27,Chris Carter,Aye
2016-2017,51,28,Lyda Krewson,Aye
2016-2017,51,President,Lewis E Reed,Aye
2016-2017,51,4,Samuel L Moore,Absent
2016-2017,51,5,Tammika Hubbard,Absent
2016-2017,51,8,Stephen Conway,Absent
2016-2017,51,14,Carol Howard,Absent
2016-2017,51,18,Terry Kennedy,Absent
2016-2017,65,1,Sharon Tyus,Aye
2016-2017,65,2,Dionne Flowers,Aye
2016-2017,65,3,Freeman M Bosley Sr.,Aye
2016-2017,65,6,Christine Ingrassia,Aye
2016-2017,65,7,Jack Coatar,Aye
2016-2017,65,9,Kenneth Ortmann,Aye
2016-2017,65,10,Joseph Vollmer,Aye
2016-2017,65,11,Thomas A Villa,Aye
2016-2017,65,12,Larry Arnowitz,Aye
2016-2017,65,13,Beth Murphy,Aye
2016-2017,65,15,Megan E. Green,Aye
2016-2017,65,16,Donna Baringer,Aye
2016-2017,65,17,Joseph D Roddy,Aye
2016-2017,65,19,Marlene E Davis,Aye
2016-2017,65,20,Cara Spencer,Aye
2016-2017,65,21,Antonio D French,Aye
2016-2017,65,22,Jeffrey L Boyd,Aye
2016-2017,65,23,Joseph Vaccaro,Aye
2016-2017,65,24,Scott Ogilvie,Aye
2016-2017,65,25,Shane Cohn,Aye
2016-2017,65,26,Frank Williamson,Aye
2016-2017,65,27,Chris Carter,Aye
2016-2017,65,28,Lyda Krewson,Aye
2016-2017,65,President,Lewis E Reed,Aye
2016-2017,65,4,Samuel L Moore,Absent
2016-2017,65,5,Tammika Hubbard,Absent
2016-2017,65,8,Stephen Conway,Absent
2016-2017,65,14,Carol Howard,Absent
2016-2017,65,18,Terry Kennedy,Absent
2016-2017,40,1,Sharon Tyus,Aye
2016-2017,40,2,Dionne Flowers,Aye
2016-2017,40,3,Freeman M Bosley Sr.,Aye
2016-2017,40,6,Christine Ingrassia,Aye
2016-2017,40,7,Jack Coatar,Aye
2016-2017,40,9,Kenneth Ortmann,Aye
2016-2017,40,10,Joseph Vollmer,Aye
2016-2017,40,11,Thomas A Villa,Aye
2016-2017,40,12,Larry Arnowitz,Aye
2016-2017,40,13,Beth Murphy,Aye
2016-2017,40,15,Megan E. Green,Aye
2016-2017,40,16,Donna Baringer,Aye
2016-2017,40,17,Joseph D Roddy,Aye
2016-2017,40,19,Marlene E Davis,Aye
2016-2017,40,20,Cara Spencer,Aye
2016-2017,40,22,Jeffrey L Boyd,Aye
2016-2017,40,23,Joseph Vaccaro,Aye
2016-2017,40,24,Scott Ogilvie,Aye
2016-2017,40,25,Shane Cohn,Aye
2016-2017,40,26,Frank Williamson,Aye
2016-2017,40,27,Chris Carter,Aye
2016-2017,40,28,Lyda Krewson,Aye
2016-2017,40,President,Lewis E Reed,Aye
2016-2017,40,21,Antonio D French,Present
2016-2017,40,4,Samuel L Moore,Absent
2016-2017,40,5,Tammika Hubbard,Absent
2016-2017,40,8,Stephen Conway,Absent
2016-2017,40,14,Carol Howard,Absent
2016-2017,40,18,Terry Kennedy,Absent
2016-2017,4,1,Sharon Tyus,Aye
2016-2017,4,2,Dionne Flowers,Aye
2016-2017,4,3,Freeman M Bosley Sr.,Aye
2016-2017,4,4,Samuel L Moore,Aye
2016-2017,4,5,Tammika Hubbard,Aye
2016-2017,4,6,Christine Ingrassia,Aye
2016-2017,4,7,Jack Coatar,Aye
2016-2017,4,9,Kenneth Ortmann,Aye
2016-2017,4,10,Joseph Vollmer,Aye
2016-2017,4,11,Thomas A Villa,Aye
2016-2017,4,12,Larry Arnowitz,Aye
2016-2017,4,13,Beth Murphy,Aye
2016-2017,4,14,Carol Howard,Aye
2016-2017,4,15,Megan E. Green,Aye
2016-2017,4,16,Donna Baringer,Aye
2016-2017,4,17,Joseph D Roddy,Aye
2016-2017,4,18,Terry Kennedy,Aye
2016-2017,4,19,Marlene E Davis,Aye
2016-2017,4,20,Cara Spencer,Aye
2016-2017,4,21,Antonio D French,Aye
2016-2017,4,22,Jeffrey L Boyd,Aye
2016-2017,4,23,Joseph Vaccaro,Aye
2016-2017,4,24,Scott Ogilvie,Aye
2016-2017,4,26,Frank Williamson,Aye
2016-2017,4,27,Chris Carter,Aye
2016-2017,4,President,Lewis E Reed,Aye
2016-2017,4,8,Stephen Conway,Absent
2016-2017,4,25,Shane Cohn,Absent
2016-2017,4,28,Lyda Krewson,Absent
2016-2017,9,1,Sharon Tyus,Aye
2016-2017,9,2,Dionne Flowers,Aye
2016-2017,9,3,Freeman M Bosley Sr.,Aye
2016-2017,9,4,Samuel L Moore,Aye
2016-2017,9,5,Tammika Hubbard,Aye
2016-2017,9,6,Christine Ingrassia,Aye
2016-2017,9,7,Jack Coatar,Aye
2016-2017,9,9,Kenneth Ortmann,Aye
2016-2017,9,10,Joseph Vollmer,Aye
2016-2017,9,11,Thomas A Villa,Aye
2016-2017,9,12,Larry Arnowitz,Aye
2016-2017,9,13,Beth Murphy,Aye
2016-2017,9,14,Carol Howard,Aye
2016-2017,9,15,Megan E. Green,Aye
2016-2017,9,16,Donna Baringer,Aye
2016-2017,9,17,Joseph D Roddy,Aye
2016-2017,9,18,Terry Kennedy,Aye
2016-2017,9,19,Marlene E Davis,Aye
2016-2017,9,20,Cara Spencer,Aye
2016-2017,9,21,Antonio D French,Aye
2016-2017,9,22,Jeffrey L Boyd,Aye
2016-2017,9,23,Joseph Vaccaro,Aye
2016-2017,9,24,Scott Ogilvie,Aye
2016-2017,9,26,Frank Williamson,Aye
2016-2017,9,27,Chris Carter,Aye
2016-2017,9,President,Lewis E Reed,Aye
2016-2017,9,8,Stephen Conway,Absent
2016-2017,9,25,Shane Cohn,Absent
2016-2017,9,28,Lyda Krewson,Absent
2016-2017,10,1,Sharon Tyus,Aye
2016-2017,10,2,Dionne Flowers,Aye
2016-2017,10,3,Freeman M Bosley Sr.,Aye
2016-2017,10,4,Samuel L Moore,Aye
2016-2017,10,5,Tammika Hubbard,Aye
2016-2017,10,6,Christine Ingrassia,Aye
2016-2017,10,7,Jack Coatar,Aye
2016-2017,10,9,Kenneth Ortmann,Aye
2016-2017,10,10,Joseph Vollmer,Aye
2016-2017,10,11,Thomas A Villa,Aye
2016-2017,10,12,Larry Arnowitz,Aye
2016-2017,10,13,Beth Murphy,Aye
2016-2017,10,14,Carol Howard,Aye
2016-2017,10,15,Megan E. Green,Aye
2016-2017,10,16,Donna Baringer,Aye
2016-2017,10,17,Joseph D Roddy,Aye
2016-2017,10,18,Terry Kennedy,Aye
2016-2017,10,19,Marlene E Davis,Aye
2016-2017,10,20,Cara Spencer,Aye
2016-2017,10,21,Antonio D French,Aye
2016-2017,10,22,Jeffrey L Boyd,Aye
2016-2017,10,23,Joseph Vaccaro,Aye
2016-2017,10,24,Scott Ogilvie,Aye
2016-2017,10,26,Frank Williamson,Aye
2016-2017,10,27,Chris Carter,Aye
2016-2017,10,President,Lewis E Reed,Aye
2016-2017,10,8,Stephen Conway,Absent
2016-2017,10,25,Shane Cohn,Absent
2016-2017,10,28,Lyda Krewson,Absent
2016-2017,12,1,Sharon Tyus,Aye
2016-2017,12,2,Dionne Flowers,Aye
2016-2017,12,3,Freeman M Bosley Sr.,Aye
2016-2017,12,4,Samuel L Moore,Aye
2016-2017,12,5,Tammika Hubbard,Aye
2016-2017,12,6,Christine Ingrassia,Aye
2016-2017,12,7,Jack Coatar,Aye
2016-2017,12,9,Kenneth Ortmann,Aye
2016-2017,12,10,Joseph Vollmer,Aye
2016-2017,12,11,Thomas A Villa,Aye
2016-2017,12,12,Larry Arnowitz,Aye
2016-2017,12,13,Beth Murphy,Aye
2016-2017,12,14,Carol Howard,Aye
2016-2017,12,15,Megan E. Green,Aye
2016-2017,12,16,Donna Baringer,Aye
2016-2017,12,17,Joseph D Roddy,Aye
2016-2017,12,18,Terry Kennedy,Aye
2016-2017,12,19,Marlene E Davis,Aye
2016-2017,12,20,Cara Spencer,Aye
2016-2017,12,21,Antonio D French,Aye
2016-2017,12,22,Jeffrey L Boyd,Aye
2016-2017,12,23,Joseph Vaccaro,Aye
2016-2017,12,24,Scott Ogilvie,Aye
2016-2017,12,26,Frank Williamson,Aye
2016-2017,12,27,Chris Carter,Aye
2016-2017,12,President,Lewis E Reed,Aye
2016-2017,12,8,Stephen Conway,Absent
2016-2017,12,25,Shane Cohn,Absent
2016-2017,12,28,Lyda Krewson,Absent
2016-2017,13,1,Sharon Tyus,Aye
2016-2017,13,2,Dionne Flowers,Aye
2016-2017,13,3,Freeman M Bosley Sr.,Aye
2016-2017,13,4,Samuel L Moore,Aye
2016-2017,13,5,Tammika Hubbard,Aye
2016-2017,13,6,Christine Ingrassia,Aye
2016-2017,13,7,Jack Coatar,Aye
2016-2017,13,9,Kenneth Ortmann,Aye
2016-2017,13,10,Joseph Vollmer,Aye
2016-2017,13,11,Thomas A Villa,Aye
2016-2017,13,12,Larry Arnowitz,Aye
2016-2017,13,13,Beth Murphy,Aye
2016-2017,13,14,Carol Howard,Aye
2016-2017,13,15,Megan E. Green,Aye
2016-2017,13,16,Donna Baringer,Aye
2016-2017,13,17,Joseph D Roddy,Aye
2016-2017,13,18,Terry Kennedy,Aye
2016-2017,13,19,Marlene E Davis,Aye
2016-2017,13,20,Cara Spencer,Aye
2016-2017,13,21,Antonio D French,Aye
2016-2017,13,22,Jeffrey L Boyd,Aye
2016-2017,13,23,Joseph Vaccaro,Aye
2016-2017,13,24,Scott Ogilvie,Aye
2016-2017,13,26,Frank Williamson,Aye
2016-2017,13,27,Chris Carter,Aye
2016-2017,13,President,Lewis E Reed,Aye
2016-2017,13,8,Stephen Conway,Absent
2016-2017,13,25,Shane Cohn,Absent
2016-2017,13,28,Lyda Krewson,Absent
2016-2017,14,1,Sharon Tyus,Aye
2016-2017,14,2,Dionne Flowers,Aye
2016-2017,14,3,Freeman M Bosley Sr.,Aye
2016-2017,14,4,Samuel L Moore,Aye
2016-2017,14,5,Tammika Hubbard,Aye
2016-2017,14,6,Christine Ingrassia,Aye
2016-2017,14,7,Jack Coatar,Aye
2016-2017,14,9,Kenneth Ortmann,Aye
2016-2017,14,10,Joseph Vollmer,Aye
2016-2017,14,11,Thomas A Villa,Aye
2016-2017,14,12,Larry Arnowitz,Aye
2016-2017,14,13,Beth Murphy,Aye
2016-2017,14,14,Carol Howard,Aye
2016-2017,14,15,Megan E. Green,Aye
2016-2017,14,16,Donna Baringer,Aye
2016-2017,14,17,Joseph D Roddy,Aye
2016-2017,14,18,Terry Kennedy,Aye
2016-2017,14,19,Marlene E Davis,Aye
2016-2017,14,20,Cara Spencer,Aye
2016-2017,14,21,Antonio D French,Aye
2016-2017,14,22,Jeffrey L Boyd,Aye
2016-2017,14,23,Joseph Vaccaro,Aye
2016-2017,14,24,Scott Ogilvie,Aye
2016-2017,14,26,Frank Williamson,Aye
2016-2017,14,27,Chris Carter,Aye
2016-2017,14,President,Lewis E Reed,Aye
2016-2017,14,8,Stephen Conway,Absent
2016-2017,14,25,Shane Cohn,Absent
2016-2017,14,28,Lyda Krewson,Absent
2016-2017,15,1,Sharon Tyus,Aye
2016-2017,15,2,Dionne Flowers,Aye
2016-2017,15,3,Freeman M Bosley Sr.,Aye
2016-2017,15,4,Samuel L Moore,Aye
2016-2017,15,5,Tammika Hubbard,Aye
2016-2017,15,6,Christine Ingrassia,Aye
2016-2017,15,7,Jack Coatar,Aye
2016-2017,15,9,Kenneth Ortmann,Aye
2016-2017,15,10,Joseph Vollmer,Aye
2016-2017,15,11,Thomas A Villa,Aye
2016-2017,15,12,Larry Arnowitz,Aye
2016-2017,15,13,Beth Murphy,Aye
2016-2017,15,14,Carol Howard,Aye
2016-2017,15,15,Megan E. Green,Aye
2016-2017,15,16,Donna Baringer,Aye
2016-2017,15,17,Joseph D Roddy,Aye
2016-2017,15,18,Terry Kennedy,Aye
2016-2017,15,19,Marlene E Davis,Aye
2016-2017,15,20,Cara Spencer,Aye
2016-2017,15,21,Antonio D French,Aye
2016-2017,15,22,Jeffrey L Boyd,Aye
2016-2017,15,23,Joseph Vaccaro,Aye
2016-2017,15,24,Scott Ogilvie,Aye
2016-2017,15,26,Frank Williamson,Aye
2016-2017,15,27,Chris Carter,Aye
2016-2017,15,President,Lewis E Reed,Aye
