bbid,date of vote,ward,alderperson,vote
44,06/30/2017,13,Beth Murphy,Aye
44,06/30/2017,14,Carol Howard,Aye
44,06/30/2017,15,Megan E. Green,Aye
44,06/30/2017,16,Tom Oldenburg,Aye
44,06/30/2017,17,Joseph D Roddy,Aye
44,06/30/2017,18,Terry Kennedy,Aye
44,06/30/2017,19,Marlene E Davis,Aye
44,06/30/2017,20,Cara Spencer,Aye
44,06/30/2017,21,John Collins-Muhammad,Aye
44,06/30/2017,22,Jeffrey L Boyd,Aye
44,06/30/2017,23,Joseph Vaccaro,Aye
44,06/30/2017,24,Scott Ogilvie,Aye
44,06/30/2017,26,Frank Williamson,Aye
44,06/30/2017,27,Pam Boyd,Aye
44,06/30/2017,President,Lewis E Reed,Aye
44,06/30/2017,1,Sharon Tyus,No
44,06/30/2017,4,Samuel L Moore,Absent
44,06/30/2017,8,Stephen Conway,Absent
44,06/30/2017,12,Larry Arnowitz,Absent
44,06/30/2017,25,Shane Cohn,Absent
44,06/30/2017,28,Seat is vacant,Vacant Seat
50,06/30/2017,1,Sharon Tyus,Aye
50,06/30/2017,2,Dionne Flowers,Aye
50,06/30/2017,3,Brandon Bosley,Aye
50,06/30/2017,5,Tammika Hubbard,Aye
50,06/30/2017,6,Christine Ingrassia,Aye
50,06/30/2017,7,Jack Coatar,Aye
50,06/30/2017,9,Dan Guenther,Aye
50,06/30/2017,10,Joseph Vollmer,Aye
50,06/30/2017,11,Sarah Martin,Aye
50,06/30/2017,13,Beth Murphy,Aye
50,06/30/2017,14,Carol Howard,Aye
50,06/30/2017,15,Megan E. Green,Aye
50,06/30/2017,16,Tom Oldenburg,Aye
50,06/30/2017,17,Joseph D Roddy,Aye
50,06/30/2017,18,Terry Kennedy,Aye
50,06/30/2017,19,Marlene E Davis,Aye
50,06/30/2017,20,Cara Spencer,Aye
50,06/30/2017,21,John Collins-Muhammad,Aye
50,06/30/2017,22,Jeffrey L Boyd,Aye
50,06/30/2017,23,Joseph Vaccaro,Aye
50,06/30/2017,24,Scott Ogilvie,Aye
50,06/30/2017,26,Frank Williamson,Aye
50,06/30/2017,27,Pam Boyd,Aye
50,06/30/2017,President,Lewis E Reed,Aye
50,06/30/2017,4,Samuel L Moore,Absent
50,06/30/2017,8,Stephen Conway,Absent
50,06/30/2017,12,Larry Arnowitz,Absent
50,06/30/2017,25,Shane Cohn,Absent
50,06/30/2017,28,Seat is vacant,Vacant Seat
55,06/30/2017,2,Dionne Flowers,Aye
55,06/30/2017,3,Brandon Bosley,Aye
55,06/30/2017,5,Tammika Hubbard,Aye
55,06/30/2017,6,Christine Ingrassia,Aye
55,06/30/2017,7,Jack Coatar,Aye
55,06/30/2017,9,Dan Guenther,Aye
55,06/30/2017,10,Joseph Vollmer,Aye
55,06/30/2017,11,Sarah Martin,Aye
55,06/30/2017,13,Beth Murphy,Aye
55,06/30/2017,14,Carol Howard,Aye
55,06/30/2017,15,Megan E. Green,Aye
55,06/30/2017,16,Tom Oldenburg,Aye
55,06/30/2017,17,Joseph D Roddy,Aye
55,06/30/2017,18,Terry Kennedy,Aye
55,06/30/2017,19,Marlene E Davis,Aye
55,06/30/2017,20,Cara Spencer,Aye
55,06/30/2017,21,John Collins-Muhammad,Aye
55,06/30/2017,22,Jeffrey L Boyd,Aye
55,06/30/2017,23,Joseph Vaccaro,Aye
55,06/30/2017,24,Scott Ogilvie,Aye
55,06/30/2017,26,Frank Williamson,Aye
55,06/30/2017,27,Pam Boyd,Aye
55,06/30/2017,President,Lewis E Reed,Aye
55,06/30/2017,1,Sharon Tyus,Present
55,06/30/2017,4,Samuel L Moore,Absent
55,06/30/2017,8,Stephen Conway,Absent
55,06/30/2017,12,Larry Arnowitz,Absent
55,06/30/2017,25,Shane Cohn,Absent
55,06/30/2017,28,Seat is vacant,Vacant Seat
56,06/30/2017,2,Dionne Flowers,Aye
56,06/30/2017,3,Brandon Bosley,Aye
56,06/30/2017,5,Tammika Hubbard,Aye
56,06/30/2017,6,Christine Ingrassia,Aye
56,06/30/2017,7,Jack Coatar,Aye
56,06/30/2017,9,Dan Guenther,Aye
56,06/30/2017,10,Joseph Vollmer,Aye
56,06/30/2017,11,Sarah Martin,Aye
56,06/30/2017,13,Beth Murphy,Aye
56,06/30/2017,14,Carol Howard,Aye
56,06/30/2017,15,Megan E. Green,Aye
56,06/30/2017,16,Tom Oldenburg,Aye
56,06/30/2017,17,Joseph D Roddy,Aye
56,06/30/2017,18,Terry Kennedy,Aye
56,06/30/2017,19,Marlene E Davis,Aye
56,06/30/2017,20,Cara Spencer,Aye
56,06/30/2017,21,John Collins-Muhammad,Aye
56,06/30/2017,22,Jeffrey L Boyd,Aye
56,06/30/2017,23,Joseph Vaccaro,Aye
56,06/30/2017,24,Scott Ogilvie,Aye
56,06/30/2017,26,Frank Williamson,Aye
56,06/30/2017,27,Pam Boyd,Aye
56,06/30/2017,President,Lewis E Reed,Aye
56,06/30/2017,1,Sharon Tyus,Present
56,06/30/2017,4,Samuel L Moore,Absent
56,06/30/2017,8,Stephen Conway,Absent
56,06/30/2017,12,Larry Arnowitz,Absent
56,06/30/2017,25,Shane Cohn,Absent
56,06/30/2017,28,Seat is vacant,Vacant Seat
1,06/30/2017,2,Dionne Flowers,Aye
1,06/30/2017,3,Brandon Bosley,Aye
1,06/30/2017,5,Tammika Hubbard,Aye
1,06/30/2017,6,Christine Ingrassia,Aye
1,06/30/2017,7,Jack Coatar,Aye
1,06/30/2017,9,Dan Guenther,Aye
1,06/30/2017,10,Joseph Vollmer,Aye
1,06/30/2017,11,Sarah Martin,Aye
1,06/30/2017,13,Beth Murphy,Aye
1,06/30/2017,14,Carol Howard,Aye
1,06/30/2017,15,Megan E. Green,Aye
1,06/30/2017,16,Tom Oldenburg,Aye
1,06/30/2017,17,Joseph D Roddy,Aye
1,06/30/2017,18,Terry Kennedy,Aye
1,06/30/2017,19,Marlene E Davis,Aye
1,06/30/2017,20,Cara Spencer,Aye
1,06/30/2017,21,John Collins-Muhammad,Aye
1,06/30/2017,22,Jeffrey L Boyd,Aye
1,06/30/2017,23,Joseph Vaccaro,Aye
1,06/30/2017,24,Scott Ogilvie,Aye
1,06/30/2017,26,Frank Williamson,Aye
1,06/30/2017,27,Pam Boyd,Aye
1,06/30/2017,President,Lewis E Reed,Aye
1,06/30/2017,1,Sharon Tyus,No
1,06/30/2017,4,Samuel L Moore,Absent
1,06/30/2017,8,Stephen Conway,Absent
1,06/30/2017,12,Larry Arnowitz,Absent
1,06/30/2017,25,Shane Cohn,Absent
1,06/30/2017,28,Seat is vacant,Vacant Seat
39,06/30/2017,2,Dionne Flowers,Aye
39,06/30/2017,3,Brandon Bosley,Aye
39,06/30/2017,5,Tammika Hubbard,Aye
39,06/30/2017,7,Jack Coatar,Aye
39,06/30/2017,10,Joseph Vollmer,Aye
39,06/30/2017,11,Sarah Martin,Aye
39,06/30/2017,13,Beth Murphy,Aye
39,06/30/2017,14,Carol Howard,Aye
39,06/30/2017,16,Tom Oldenburg,Aye
39,06/30/2017,17,Joseph D Roddy,Aye
39,06/30/2017,18,Terry Kennedy,Aye
39,06/30/2017,19,Marlene E Davis,Aye
39,06/30/2017,20,Cara Spencer,Aye
39,06/30/2017,22,Jeffrey L Boyd,Aye
39,06/30/2017,23,Joseph Vaccaro,Aye
39,06/30/2017,24,Scott Ogilvie,Aye
39,06/30/2017,27,Pam Boyd,Aye
39,06/30/2017,President,Lewis E Reed,Aye
39,06/30/2017,1,Sharon Tyus,No
39,06/30/2017,6,Christine Ingrassia,No
39,06/30/2017,9,Dan Guenther,No
39,06/30/2017,15,Megan E. Green,No
39,06/30/2017,26,Frank Williamson,No
39,06/30/2017,4,Samuel L Moore,Absent
39,06/30/2017,8,Stephen Conway,Absent
39,06/30/2017,12,Larry Arnowitz,Absent
39,06/30/2017,21,John Collins-Muhammad,Absent
39,06/30/2017,25,Shane Cohn,Absent
39,06/30/2017,28,Seat is vacant,Vacant Seat
35,06/23/2017,1,Sharon Tyus,Aye
35,06/23/2017,2,Dionne Flowers,Aye
35,06/23/2017,3,Brandon Bosley,Aye
35,06/23/2017,4,Samuel L Moore,Aye
35,06/23/2017,5,Tammika Hubbard,Aye
35,06/23/2017,6,Christine Ingrassia,Aye
35,06/23/2017,7,Jack Coatar,Aye
35,06/23/2017,8,Stephen Conway,Aye
35,06/23/2017,9,Dan Guenther,Aye
35,06/23/2017,10,Joseph Vollmer,Aye
35,06/23/2017,12,Larry Arnowitz,Aye
35,06/23/2017,13,Beth Murphy,Aye
35,06/23/2017,15,Megan E. Green,Aye
35,06/23/2017,16,Tom Oldenburg,Aye
35,06/23/2017,17,Joseph D Roddy,Aye
35,06/23/2017,18,Terry Kennedy,Aye
35,06/23/2017,19,Marlene E Davis,Aye
35,06/23/2017,20,Cara Spencer,Aye
35,06/23/2017,21,John Collins-Muhammad,Aye
35,06/23/2017,22,Jeffrey L Boyd,Aye
35,06/23/2017,23,Joseph Vaccaro,Aye
35,06/23/2017,24,Scott Ogilvie,Aye
35,06/23/2017,25,Shane Cohn,Aye
35,06/23/2017,26,Frank Williamson,Aye
35,06/23/2017,27,Pam Boyd,Aye
35,06/23/2017,President,Lewis E Reed,Aye
35,06/23/2017,11,Sarah Martin,Absent
35,06/23/2017,14,Carol Howard,Absent
35,06/23/2017,28,Seat is vacant,Vacant Seat
19,06/16/2017,1,Sharon Tyus,Aye
19,06/16/2017,2,Dionne Flowers,Aye
19,06/16/2017,3,Brandon Bosley,Aye
19,06/16/2017,4,Samuel L Moore,Aye
19,06/16/2017,5,Tammika Hubbard,Aye
19,06/16/2017,6,Christine Ingrassia,Aye
19,06/16/2017,7,Jack Coatar,Aye
19,06/16/2017,8,Stephen Conway,Aye
19,06/16/2017,9,Dan Guenther,Aye
19,06/16/2017,10,Joseph Vollmer,Aye
19,06/16/2017,11,Sarah Martin,Aye
19,06/16/2017,12,Larry Arnowitz,Aye
19,06/16/2017,13,Beth Murphy,Aye
19,06/16/2017,14,Carol Howard,Aye
19,06/16/2017,15,Megan E. Green,Aye
19,06/16/2017,16,Tom Oldenburg,Aye
19,06/16/2017,18,Terry Kennedy,Aye
19,06/16/2017,19,Marlene E Davis,Aye
19,06/16/2017,20,Cara Spencer,Aye
19,06/16/2017,21,John Collins-Muhammad,Aye
19,06/16/2017,22,Jeffrey L Boyd,Aye
19,06/16/2017,23,Joseph Vaccaro,Aye
19,06/16/2017,24,Scott Ogilvie,Aye
19,06/16/2017,25,Shane Cohn,Aye
19,06/16/2017,26,Frank Williamson,Aye
19,06/16/2017,27,Pam Boyd,Aye
19,06/16/2017,President,Lewis E Reed,Aye
19,06/16/2017,17,Joseph D Roddy,Absent
19,06/16/2017,28,Seat is vacant,Vacant Seat
20,06/16/2017,1,Sharon Tyus,Aye
20,06/16/2017,2,Dionne Flowers,Aye
20,06/16/2017,3,Brandon Bosley,Aye
20,06/16/2017,4,Samuel L Moore,Aye
20,06/16/2017,5,Tammika Hubbard,Aye
20,06/16/2017,6,Christine Ingrassia,Aye
20,06/16/2017,7,Jack Coatar,Aye
20,06/16/2017,8,Stephen Conway,Aye
20,06/16/2017,9,Dan Guenther,Aye
20,06/16/2017,10,Joseph Vollmer,Aye
20,06/16/2017,11,Sarah Martin,Aye
20,06/16/2017,12,Larry Arnowitz,Aye
20,06/16/2017,13,Beth Murphy,Aye
20,06/16/2017,14,Carol Howard,Aye
20,06/16/2017,15,Megan E. Green,Aye
20,06/16/2017,16,Tom Oldenburg,Aye
20,06/16/2017,18,Terry Kennedy,Aye
20,06/16/2017,19,Marlene E Davis,Aye
20,06/16/2017,20,Cara Spencer,Aye
20,06/16/2017,21,John Collins-Muhammad,Aye
20,06/16/2017,22,Jeffrey L Boyd,Aye
20,06/16/2017,23,Joseph Vaccaro,Aye
20,06/16/2017,24,Scott Ogilvie,Aye
20,06/16/2017,25,Shane Cohn,Aye
20,06/16/2017,26,Frank Williamson,Aye
20,06/16/2017,27,Pam Boyd,Aye
20,06/16/2017,President,Lewis E Reed,Aye
20,06/16/2017,17,Joseph D Roddy,Absent
20,06/16/2017,28,Seat is vacant,Vacant Seat
22,06/16/2017,1,Sharon Tyus,Aye
22,06/16/2017,2,Dionne Flowers,Aye
22,06/16/2017,3,Brandon Bosley,Aye
22,06/16/2017,4,Samuel L Moore,Aye
22,06/16/2017,5,Tammika Hubbard,Aye
22,06/16/2017,6,Christine Ingrassia,Aye
22,06/16/2017,7,Jack Coatar,Aye
22,06/16/2017,8,Stephen Conway,Aye
22,06/16/2017,9,Dan Guenther,Aye
22,06/16/2017,10,Joseph Vollmer,Aye
22,06/16/2017,11,Sarah Martin,Aye
22,06/16/2017,12,Larry Arnowitz,Aye
22,06/16/2017,13,Beth Murphy,Aye
22,06/16/2017,14,Carol Howard,Aye
22,06/16/2017,15,Megan E. Green,Aye
22,06/16/2017,16,Tom Oldenburg,Aye
22,06/16/2017,18,Terry Kennedy,Aye
22,06/16/2017,19,Marlene E Davis,Aye
22,06/16/2017,20,Cara Spencer,Aye
22,06/16/2017,21,John Collins-Muhammad,Aye
22,06/16/2017,22,Jeffrey L Boyd,Aye
22,06/16/2017,23,Joseph Vaccaro,Aye
22,06/16/2017,24,Scott Ogilvie,Aye
22,06/16/2017,25,Shane Cohn,Aye
22,06/16/2017,26,Frank Williamson,Aye
22,06/16/2017,27,Pam Boyd,Aye
22,06/16/2017,President,Lewis E Reed,Aye
22,06/16/2017,17,Joseph D Roddy,Absent
22,06/16/2017,28,Seat is vacant,Vacant Seat
23,06/16/2017,1,Sharon Tyus,Aye
23,06/16/2017,2,Dionne Flowers,Aye
23,06/16/2017,3,Brandon Bosley,Aye
23,06/16/2017,4,Samuel L Moore,Aye
23,06/16/2017,5,Tammika Hubbard,Aye
23,06/16/2017,6,Christine Ingrassia,Aye
23,06/16/2017,7,Jack Coatar,Aye
23,06/16/2017,8,Stephen Conway,Aye
23,06/16/2017,9,Dan Guenther,Aye
23,06/16/2017,10,Joseph Vollmer,Aye
23,06/16/2017,11,Sarah Martin,Aye
23,06/16/2017,12,Larry Arnowitz,Aye
23,06/16/2017,13,Beth Murphy,Aye
23,06/16/2017,14,Carol Howard,Aye
23,06/16/2017,15,Megan E. Green,Aye
23,06/16/2017,16,Tom Oldenburg,Aye
23,06/16/2017,18,Terry Kennedy,Aye
23,06/16/2017,19,Marlene E Davis,Aye
23,06/16/2017,20,Cara Spencer,Aye
23,06/16/2017,21,John Collins-Muhammad,Aye
23,06/16/2017,22,Jeffrey L Boyd,Aye
23,06/16/2017,23,Joseph Vaccaro,Aye
23,06/16/2017,24,Scott Ogilvie,Aye
23,06/16/2017,25,Shane Cohn,Aye
23,06/16/2017,26,Frank Williamson,Aye
23,06/16/2017,27,Pam Boyd,Aye
23,06/16/2017,President,Lewis E Reed,Aye
23,06/16/2017,17,Joseph D Roddy,Absent
23,06/16/2017,28,Seat is vacant,Vacant Seat
41,06/16/2017,1,Sharon Tyus,Aye
41,06/16/2017,2,Dionne Flowers,Aye
41,06/16/2017,3,Brandon Bosley,Aye
41,06/16/2017,4,Samuel L Moore,Aye
41,06/16/2017,5,Tammika Hubbard,Aye
41,06/16/2017,6,Christine Ingrassia,Aye
41,06/16/2017,7,Jack Coatar,Aye
41,06/16/2017,8,Stephen Conway,Aye
41,06/16/2017,9,Dan Guenther,Aye
41,06/16/2017,10,Joseph Vollmer,Aye
41,06/16/2017,11,Sarah Martin,Aye
41,06/16/2017,12,Larry Arnowitz,Aye
41,06/16/2017,13,Beth Murphy,Aye
41,06/16/2017,14,Carol Howard,Aye
41,06/16/2017,15,Megan E. Green,Aye
41,06/16/2017,16,Tom Oldenburg,Aye
41,06/16/2017,18,Terry Kennedy,Aye
41,06/16/2017,19,Marlene E Davis,Aye
41,06/16/2017,20,Cara Spencer,Aye
41,06/16/2017,21,John Collins-Muhammad,Aye
41,06/16/2017,22,Jeffrey L Boyd,Aye
41,06/16/2017,23,Joseph Vaccaro,Aye
41,06/16/2017,24,Scott Ogilvie,Aye
41,06/16/2017,25,Shane Cohn,Aye
41,06/16/2017,26,Frank Williamson,Aye
41,06/16/2017,27,Pam Boyd,Aye
41,06/16/2017,President,Lewis E Reed,Aye
41,06/16/2017,17,Joseph D Roddy,Absent
41,06/16/2017,28,Seat is vacant,Vacant Seat
42,06/16/2017,1,Sharon Tyus,Aye
42,06/16/2017,2,Dionne Flowers,Aye
42,06/16/2017,3,Brandon Bosley,Aye
42,06/16/2017,4,Samuel L Moore,Aye
42,06/16/2017,5,Tammika Hubbard,Aye
42,06/16/2017,6,Christine Ingrassia,Aye
42,06/16/2017,7,Jack Coatar,Aye
42,06/16/2017,8,Stephen Conway,Aye
42,06/16/2017,9,Dan Guenther,Aye
42,06/16/2017,10,Joseph Vollmer,Aye
42,06/16/2017,11,Sarah Martin,Aye
42,06/16/2017,12,Larry Arnowitz,Aye
42,06/16/2017,13,Beth Murphy,Aye
42,06/16/2017,14,Carol Howard,Aye
42,06/16/2017,15,Megan E. Green,Aye
42,06/16/2017,16,Tom Oldenburg,Aye
42,06/16/2017,18,Terry Kennedy,Aye
42,06/16/2017,19,Marlene E Davis,Aye
42,06/16/2017,20,Cara Spencer,Aye
42,06/16/2017,21,John Collins-Muhammad,Aye
42,06/16/2017,22,Jeffrey L Boyd,Aye
42,06/16/2017,23,Joseph Vaccaro,Aye
42,06/16/2017,24,Scott Ogilvie,Aye
42,06/16/2017,25,Shane Cohn,Aye
42,06/16/2017,26,Frank Williamson,Aye
42,06/16/2017,27,Pam Boyd,Aye
42,06/16/2017,President,Lewis E Reed,Aye
42,06/16/2017,17,Joseph D Roddy,Absent
42,06/16/2017,28,Seat is vacant,Vacant Seat
4,06/09/2017,1,Sharon Tyus,Aye
4,06/09/2017,2,Dionne Flowers,Aye
4,06/09/2017,3,Brandon Bosley,Aye
4,06/09/2017,5,Tammika Hubbard,Aye
4,06/09/2017,6,Christine Ingrassia,Aye
4,06/09/2017,7,Jack Coatar,Aye
4,06/09/2017,8,Stephen Conway,Aye
4,06/09/2017,9,Dan Guenther,Aye
4,06/09/2017,10,Joseph Vollmer,Aye
4,06/09/2017,12,Larry Arnowitz,Aye
4,06/09/2017,13,Beth Murphy,Aye
4,06/09/2017,14,Carol Howard,Aye
4,06/09/2017,15,Megan E. Green,Aye
4,06/09/2017,16,Tom Oldenburg,Aye
4,06/09/2017,17,Joseph D Roddy,Aye
4,06/09/2017,18,Terry Kennedy,Aye
4,06/09/2017,19,Marlene E Davis,Aye
4,06/09/2017,20,Cara Spencer,Aye
4,06/09/2017,21,John Collins-Muhammad,Aye
4,06/09/2017,22,Jeffrey L Boyd,Aye
4,06/09/2017,23,Joseph Vaccaro,Aye
4,06/09/2017,24,Scott Ogilvie,Aye
4,06/09/2017,26,Frank Williamson,Aye
4,06/09/2017,27,Pam Boyd,Aye
4,06/09/2017,President,Lewis E Reed,Aye
4,06/09/2017,4,Samuel L Moore,Absent
4,06/09/2017,11,Sarah Martin,Absent
4,06/09/2017,25,Shane Cohn,Absent
4,06/09/2017,28,Seat is vacant,Vacant Seat
5,06/09/2017,1,Sharon Tyus,Aye
5,06/09/2017,2,Dionne Flowers,Aye
5,06/09/2017,3,Brandon Bosley,Aye
5,06/09/2017,5,Tammika Hubbard,Aye
5,06/09/2017,6,Christine Ingrassia,Aye
5,06/09/2017,7,Jack Coatar,Aye
5,06/09/2017,8,Stephen Conway,Aye
5,06/09/2017,9,Dan Guenther,Aye
5,06/09/2017,10,Joseph Vollmer,Aye
5,06/09/2017,12,Larry Arnowitz,Aye
5,06/09/2017,13,Beth Murphy,Aye
5,06/09/2017,14,Carol Howard,Aye
5,06/09/2017,15,Megan E. Green,Aye
5,06/09/2017,16,Tom Oldenburg,Aye
5,06/09/2017,17,Joseph D Roddy,Aye
5,06/09/2017,18,Terry Kennedy,Aye
5,06/09/2017,19,Marlene E Davis,Aye
5,06/09/2017,20,Cara Spencer,Aye
5,06/09/2017,21,John Collins-Muhammad,Aye
5,06/09/2017,22,Jeffrey L Boyd,Aye
5,06/09/2017,23,Joseph Vaccaro,Aye
5,06/09/2017,24,Scott Ogilvie,Aye
5,06/09/2017,26,Frank Williamson,Aye
5,06/09/2017,27,Pam Boyd,Aye
5,06/09/2017,President,Lewis E Reed,Aye
5,06/09/2017,4,Samuel L Moore,Absent
5,06/09/2017,11,Sarah Martin,Absent
5,06/09/2017,25,Shane Cohn,Absent
5,06/09/2017,28,Seat is vacant,Vacant Seat
6,06/09/2017,1,Sharon Tyus,Aye
6,06/09/2017,2,Dionne Flowers,Aye
6,06/09/2017,3,Brandon Bosley,Aye
6,06/09/2017,5,Tammika Hubbard,Aye
6,06/09/2017,6,Christine Ingrassia,Aye
6,06/09/2017,7,Jack Coatar,Aye
6,06/09/2017,8,Stephen Conway,Aye
6,06/09/2017,9,Dan Guenther,Aye
6,06/09/2017,10,Joseph Vollmer,Aye
6,06/09/2017,12,Larry Arnowitz,Aye
6,06/09/2017,13,Beth Murphy,Aye
6,06/09/2017,14,Carol Howard,Aye
6,06/09/2017,15,Megan E. Green,Aye
6,06/09/2017,16,Tom Oldenburg,Aye
6,06/09/2017,17,Joseph D Roddy,Aye
6,06/09/2017,18,Terry Kennedy,Aye
6,06/09/2017,19,Marlene E Davis,Aye
6,06/09/2017,20,Cara Spencer,Aye
6,06/09/2017,21,John Collins-Muhammad,Aye
6,06/09/2017,22,Jeffrey L Boyd,Aye
6,06/09/2017,23,Joseph Vaccaro,Aye
6,06/09/2017,24,Scott Ogilvie,Aye
6,06/09/2017,26,Frank Williamson,Aye
6,06/09/2017,27,Pam Boyd,Aye
6,06/09/2017,President,Lewis E Reed,Aye
6,06/09/2017,4,Samuel L Moore,Absent
6,06/09/2017,11,Sarah Martin,Absent
6,06/09/2017,25,Shane Cohn,Absent
6,06/09/2017,28,Seat is vacant,Vacant Seat
7,06/09/2017,1,Sharon Tyus,Aye
7,06/09/2017,2,Dionne Flowers,Aye
7,06/09/2017,3,Brandon Bosley,Aye
7,06/09/2017,5,Tammika Hubbard,Aye
7,06/09/2017,6,Christine Ingrassia,Aye
7,06/09/2017,7,Jack Coatar,Aye
7,06/09/2017,8,Stephen Conway,Aye
7,06/09/2017,9,Dan Guenther,Aye
7,06/09/2017,10,Joseph Vollmer,Aye
7,06/09/2017,12,Larry Arnowitz,Aye
7,06/09/2017,13,Beth Murphy,Aye
7,06/09/2017,14,Carol Howard,Aye
7,06/09/2017,15,Megan E. Green,Aye
7,06/09/2017,16,Tom Oldenburg,Aye
7,06/09/2017,17,Joseph D Roddy,Aye
7,06/09/2017,18,Terry Kennedy,Aye
7,06/09/2017,19,Marlene E Davis,Aye
7,06/09/2017,20,Cara Spencer,Aye
7,06/09/2017,21,John Collins-Muhammad,Aye
7,06/09/2017,22,Jeffrey L Boyd,Aye
7,06/09/2017,23,Joseph Vaccaro,Aye
7,06/09/2017,24,Scott Ogilvie,Aye
7,06/09/2017,26,Frank Williamson,Aye
7,06/09/2017,27,Pam Boyd,Aye
7,06/09/2017,President,Lewis E Reed,Aye
7,06/09/2017,4,Samuel L Moore,Absent
7,06/09/2017,11,Sarah Martin,Absent
7,06/09/2017,25,Shane Cohn,Absent
7,06/09/2017,28,Seat is vacant,Vacant Seat
8,06/09/2017,1,Sharon Tyus,Aye
8,06/09/2017,2,Dionne Flowers,Aye
8,06/09/2017,3,Brandon Bosley,Aye
8,06/09/2017,5,Tammika Hubbard,Aye
8,06/09/2017,6,Christine Ingrassia,Aye
8,06/09/2017,7,Jack Coatar,Aye
8,06/09/2017,8,Stephen Conway,Aye
8,06/09/2017,9,Dan Guenther,Aye
8,06/09/2017,10,Joseph Vollmer,Aye
8,06/09/2017,12,Larry Arnowitz,Aye
8,06/09/2017,13,Beth Murphy,Aye
8,06/09/2017,14,Carol Howard,Aye
8,06/09/2017,15,Megan E. Green,Aye
8,06/09/2017,16,Tom Oldenburg,Aye
8,06/09/2017,17,Joseph D Roddy,Aye
8,06/09/2017,18,Terry Kennedy,Aye
8,06/09/2017,19,Marlene E Davis,Aye
8,06/09/2017,20,Cara Spencer,Aye
8,06/09/2017,21,John Collins-Muhammad,Aye
8,06/09/2017,22,Jeffrey L Boyd,Aye
8,06/09/2017,23,Joseph Vaccaro,Aye
8,06/09/2017,24,Scott Ogilvie,Aye
8,06/09/2017,26,Frank Williamson,Aye
8,06/09/2017,27,Pam Boyd,Aye
8,06/09/2017,President,Lewis E Reed,Aye
8,06/09/2017,4,Samuel L Moore,Absent
8,06/09/2017,11,Sarah Martin,Absent
8,06/09/2017,25,Shane Cohn,Absent
8,06/09/2017,28,Seat is vacant,Vacant Seat
10,06/09/2017,1,Sharon Tyus,Aye
10,06/09/2017,2,Dionne Flowers,Aye
10,06/09/2017,3,Brandon Bosley,Aye
10,06/09/2017,5,Tammika Hubbard,Aye
10,06/09/2017,6,Christine Ingrassia,Aye
10,06/09/2017,7,Jack Coatar,Aye
10,06/09/2017,8,Stephen Conway,Aye
10,06/09/2017,9,Dan Guenther,Aye
10,06/09/2017,10,Joseph Vollmer,Aye
10,06/09/2017,12,Larry Arnowitz,Aye
10,06/09/2017,13,Beth Murphy,Aye
10,06/09/2017,14,Carol Howard,Aye
10,06/09/2017,15,Megan E. Green,Aye
10,06/09/2017,16,Tom Oldenburg,Aye
10,06/09/2017,17,Joseph D Roddy,Aye
10,06/09/2017,18,Terry Kennedy,Aye
10,06/09/2017,19,Marlene E Davis,Aye
10,06/09/2017,20,Cara Spencer,Aye
10,06/09/2017,21,John Collins-Muhammad,Aye
10,06/09/2017,22,Jeffrey L Boyd,Aye
10,06/09/2017,23,Joseph Vaccaro,Aye
10,06/09/2017,24,Scott Ogilvie,Aye
10,06/09/2017,26,Frank Williamson,Aye
10,06/09/2017,27,Pam Boyd,Aye
10,06/09/2017,President,Lewis E Reed,Aye
10,06/09/2017,4,Samuel L Moore,Absent
10,06/09/2017,11,Sarah Martin,Absent
10,06/09/2017,25,Shane Cohn,Absent
10,06/09/2017,28,Seat is vacant,Vacant Seat
12,06/02/2017,1,Sharon Tyus,Aye
12,06/02/2017,2,Dionne Flowers,Aye
12,06/02/2017,3,Brandon Bosley,Aye
12,06/02/2017,4,Samuel L Moore,Aye
12,06/02/2017,5,Tammika Hubbard,Aye
12,06/02/2017,8,Stephen Conway,Aye
12,06/02/2017,9,Dan Guenther,Aye
12,06/02/2017,10,Joseph Vollmer,Aye
12,06/02/2017,11,Sarah Martin,Aye
12,06/02/2017,12,Larry Arnowitz,Aye
12,06/02/2017,13,Beth Murphy,Aye
12,06/02/2017,14,Carol Howard,Aye
12,06/02/2017,15,Megan E. Green,Aye
12,06/02/2017,16,Tom Oldenburg,Aye
12,06/02/2017,17,Joseph D Roddy,Aye
12,06/02/2017,18,Terry Kennedy,Aye
12,06/02/2017,19,Marlene E Davis,Aye
12,06/02/2017,20,Cara Spencer,Aye
12,06/02/2017,21,John Collins-Muhammad,Aye
12,06/02/2017,22,Jeffrey L Boyd,Aye
12,06/02/2017,23,Joseph Vaccaro,Aye
12,06/02/2017,24,Scott Ogilvie,Aye
12,06/02/2017,25,Shane Cohn,Aye
12,06/02/2017,26,Frank Williamson,Aye
12,06/02/2017,27,Pam Boyd,Aye
12,06/02/2017,President,Lewis E Reed,Aye
12,06/02/2017,6,Christine Ingrassia,Absent
12,06/02/2017,7,Jack Coatar,Absent
12,06/02/2017,28,Seat is vacant,Vacant Seat
17,06/02/2017,1,Sharon Tyus,Aye
17,06/02/2017,2,Dionne Flowers,Aye
17,06/02/2017,3,Brandon Bosley,Aye
17,06/02/2017,4,Samuel L Moore,Aye
17,06/02/2017,5,Tammika Hubbard,Aye
17,06/02/2017,8,Stephen Conway,Aye
17,06/02/2017,9,Dan Guenther,Aye
